X,Y,Z,IDS,KRIG,LOGKRIG,20 neurons
4350,5600,3050,0.12,0.26,0.21,0.23
4400,5600,3050,0.5,0.59,0.39,0.37
4450,5600,3050,0.99,0.93,0.96,0.58
4500,5600,3050,0.99,0.85,0.78,0.84
4550,5600,3050,0.52,0.59,0.48,0.77
4600,5600,3050,0.4,0.45,0.28,0.57
4650,5600,3050,0.24,0.34,0.28,0.48
4350,5650,3050,0.22,0.5,0.26,0.22
4400,5650,3050,0.48,0.61,0.38,0.36
4450,5650,3050,0.75,0.58,0.43,0.55
4500,5650,3050,0.77,0.75,0.54,0.71
4550,5650,3050,0.26,0.5,0.31,0.5
4350,5700,3050,0.31,0.48,0.3,0.22
4400,5700,3050,0.52,0.64,0.41,0.34
4450,5700,3050,0.61,0.56,0.35,0.5
4500,5700,3050,0.52,0.52,0.32,0.51
4450,4950,3025,0.53,0.49,0.6,0.55
4500,4950,3025,0.53,0.6,0.64,1.03
4550,4950,3025,0.43,0.5,0.58,1.32
4600,4950,3025,0.32,0.39,0.45,1.13
4650,4950,3025,0.25,0.23,0.29,1.09
4700,4950,3025,0.16,0.21,0.21,0.75
4750,4950,3025,0.09,0.12,0.12,0.48
4450,5000,3025,0.58,0.64,0.81,0.54
4500,5000,3025,0.81,0.71,0.85,1.01
4550,5000,3025,0.82,0.77,0.89,1.41
4600,5000,3025,0.65,0.74,0.78,1.26
4650,5000,3025,0.47,0.45,0.46,1.2
4700,5000,3025,0.24,0.22,0.22,0.84
4750,5000,3025,0.09,0.12,0.13,0.53
4450,5050,3025,0.78,0.72,0.85,0.52
4500,5050,3025,1.01,0.91,1.07,0.99
4550,5050,3025,1.02,1.02,1.25,1.5
4600,5050,3025,0.78,0.77,0.99,1.32
4650,5050,3025,0.51,0.51,0.6,1.29
4700,5050,3025,0.34,0.31,0.31,0.92
4750,5050,3025,0.15,0.2,0.17,0.58
4450,5100,3025,0.59,0.64,0.7,0.52
4500,5100,3025,0.99,0.96,0.98,0.97
4550,5100,3025,1.14,1.12,1.46,1.6
4600,5100,3025,0.93,1.01,1.24,1.42
4650,5100,3025,0.56,0.53,0.68,1.37
4700,5100,3025,0.36,0.38,0.45,1.03
4750,5100,3025,0.25,0.27,0.24,0.63
4450,5150,3025,0.37,0.55,0.48,0.53
4500,5150,3025,0.42,0.67,0.66,0.92
4550,5150,3025,1.51,1.32,1.39,1.72
4600,5150,3025,1.22,1.09,1.36,1.54
4650,5150,3025,0.65,0.59,0.68,1.47
4700,5150,3025,0.31,0.35,0.4,1.09
4750,5150,3025,0.25,0.26,0.25,0.72
4450,5200,3025,0.32,0.34,0.39,0.54
4500,5200,3025,0.64,0.67,0.67,0.87
4550,5200,3025,1.26,1.15,1.43,1.69
4600,5200,3025,1.2,1.13,1.36,1.65
4650,5200,3025,0.73,0.77,1,1.68
4700,5200,3025,0.46,0.54,0.52,1.19
4750,5200,3025,0.47,0.63,0.48,0.84
4450,5250,3025,0.29,0.32,0.34,0.53
4500,5250,3025,0.38,0.42,0.42,0.81
4550,5250,3025,0.93,0.95,1.11,1.65
4600,5250,3025,1.29,1.28,1.53,1.82
4650,5250,3025,0.93,1,1.24,2.03
4700,5250,3025,1.14,1.11,1.28,1.31
4750,5250,3025,1.21,1.07,1.16,0.85
4450,5300,3025,0.32,0.36,0.35,0.52
4500,5300,3025,0.4,0.46,0.48,0.74
4550,5300,3025,0.95,0.93,1.07,1.67
4600,5300,3025,1.56,1.58,1.95,1.99
4650,5300,3025,1.54,1.58,1.91,2.14
4700,5300,3025,1.3,1.4,1.67,1.41
4750,5300,3025,1.23,1.06,0.99,0.76
4800,5300,3025,0.88,0.77,0.7,0.46
4450,5350,3025,0.41,0.42,0.49,0.53
4500,5350,3025,0.52,0.58,0.68,0.77
4550,5350,3025,1.01,1.09,1.29,1.7
4600,5350,3025,1.83,1.78,2.05,2.06
4650,5350,3025,2.08,2.04,2.21,2.01
4700,5350,3025,1.49,1.39,1.55,1.47
4750,5350,3025,0.5,0.63,0.63,0.71
4800,5350,3025,0.38,0.45,0.45,0.37
4450,5400,3025,0.33,0.42,0.47,0.54
4500,5400,3025,0.57,0.72,0.71,0.8
4550,5400,3025,1.4,1.41,1.72,1.72
4600,5400,3025,1.88,1.95,2.09,2.03
4650,5400,3025,1.06,1.22,1.5,1.84
4700,5400,3025,1.2,1.16,1.34,1.42
4750,5400,3025,0.37,0.59,0.64,0.62
4800,5400,3025,0.42,0.46,0.38,0.3
4450,5450,3025,0.6,0.62,0.67,0.53
4500,5450,3025,0.9,0.83,0.89,0.81
4550,5450,3025,1.97,1.88,2.31,1.52
4600,5450,3025,2.81,2.66,2.71,2.06
4650,5450,3025,0.81,1.04,1.4,1.66
4700,5450,3025,0.9,0.77,0.69,1.12
4750,5450,3025,0.41,0.48,0.46,0.54
4800,5450,3025,0.42,0.51,0.39,0.25
4450,5500,3025,0.81,0.72,0.74,0.51
4500,5500,3025,0.89,0.87,1.13,0.79
4550,5500,3025,1.59,1.42,1.69,1.07
4600,5500,3025,2.08,2.08,2.13,1.54
4650,5500,3025,1.55,1.46,1.53,1.39
4700,5500,3025,0.88,0.85,0.79,0.82
4750,5500,3025,0.44,0.5,0.46,0.44
4450,5550,3025,0.8,0.73,0.75,0.5
4500,5550,3025,1.03,0.96,1.14,0.76
4550,5550,3025,0.98,0.97,1.25,0.81
4600,5550,3025,1.04,1.09,1.31,0.9
4650,5550,3025,0.92,0.89,1.01,0.76
4700,5550,3025,0.64,0.7,0.6,0.5
4400,5600,3025,0.46,0.5,0.39,0.31
4450,5600,3025,0.65,0.62,0.71,0.49
4500,5600,3025,0.74,0.66,0.74,0.7
4550,5600,3025,0.66,0.74,0.8,0.65
4600,5600,3025,0.75,0.64,0.6,0.65
4650,5600,3025,0.49,0.43,0.44,0.43
4700,5600,3025,0.35,0.42,0.38,0.29
4400,5650,3025,0.44,0.51,0.39,0.3
4450,5650,3025,0.61,0.55,0.49,0.47
4500,5650,3025,0.58,0.67,0.66,0.56
4550,5650,3025,0.28,0.36,0.4,0.52
4600,5650,3025,0.34,0.32,0.31,0.41
4650,5650,3025,0.12,0.24,0.23,0.28
4450,5700,3025,0.55,0.54,0.45,0.42
4500,5700,3025,0.5,0.6,0.5,0.46
4550,5700,3025,0.37,0.44,0.38,0.4
4750,4950,3000,0.1,0.12,0.14,0.55
4500,5000,3000,0.73,0.64,0.77,0.97
4550,5000,3000,0.49,0.47,0.49,1.25
4600,5000,3000,0.35,0.4,0.43,1.08
4650,5000,3000,0.5,0.72,0.41,0.89
4700,5000,3000,0.2,0.19,0.23,0.82
4750,5000,3000,0.11,0.13,0.16,0.58
4500,5050,3000,0.64,0.61,0.77,0.95
4550,5050,3000,0.71,0.72,0.87,1.3
4600,5050,3000,0.69,1.04,0.76,1.13
4650,5050,3000,0.62,0.93,0.78,0.97
4700,5050,3000,0.95,0.83,0.6,0.91
4750,5050,3000,0.2,0.45,0.28,0.61
4500,5100,3000,0.71,0.61,0.71,0.93
4550,5100,3000,0.59,0.74,0.86,1.36
4600,5100,3000,0.97,1.29,1.28,1.17
4650,5100,3000,2.88,1.99,1.35,1.03
4700,5100,3000,1.3,0.89,0.94,0.92
4750,5100,3000,0.75,0.87,0.53,0.65
4500,5150,3000,0.92,0.89,0.86,0.92
4550,5150,3000,1.36,1.34,1.49,1.42
4600,5150,3000,0.94,1.03,1.11,1.22
4650,5150,3000,1.03,1.17,1.17,1.1
4700,5150,3000,0.87,0.89,1.05,0.94
4750,5150,3000,0.82,0.9,0.65,0.7
4500,5200,3000,0.59,0.9,0.66,0.87
4550,5200,3000,2.42,2.37,2.09,1.49
4600,5200,3000,1.89,1.62,1.88,1.29
4650,5200,3000,0.68,0.71,0.89,1.08
4700,5200,3000,0.57,0.57,0.72,0.94
4750,5200,3000,0.73,0.69,0.9,0.75
4500,5250,3000,0.76,1.16,0.66,0.83
4550,5250,3000,2.74,2.51,1.83,1.53
4600,5250,3000,1.89,1.56,1.77,1.36
4650,5250,3000,0.75,0.78,0.89,1.1
4700,5250,3000,0.62,0.63,0.76,1.01
4750,5250,3000,0.99,0.89,0.94,0.78
4500,5300,3000,0.64,0.71,0.58,0.75
4550,5300,3000,1.58,1.73,1.57,1.45
4600,5300,3000,1.48,1.62,2.09,1.44
4650,5300,3000,1.49,1.67,1.51,1.19
4700,5300,3000,0.55,0.6,0.75,1.03
4750,5300,3000,0.8,0.83,0.92,0.71
4500,5350,3000,0.32,0.53,0.62,0.74
4550,5350,3000,1.37,1.27,1.32,1.43
4600,5350,3000,2.3,2.04,2.22,1.43
4650,5350,3000,4,2.99,2.64,1.22
4700,5350,3000,1.53,1.85,1.82,1.02
4750,5350,3000,0.72,0.8,1.03,0.63
4500,5400,3000,0.62,0.62,0.68,0.75
4550,5400,3000,0.91,0.91,1.1,1.32
4600,5400,3000,1.06,1.52,1.66,1.29
4650,5400,3000,1.57,1.74,1.86,1.14
4700,5400,3000,1.37,1.56,1.79,0.95
4750,5400,3000,1.05,1.09,1.29,0.55
4450,5450,3000,0.43,0.42,0.53,0.51
4500,5450,3000,0.69,0.63,0.81,0.74
4550,5450,3000,1.32,1.39,1.47,1.09
4600,5450,3000,1.06,1.24,1.22,1.22
4650,5450,3000,0.93,1.11,1.22,0.97
4700,5450,3000,1.31,1.41,1.54,0.81
4750,5450,3000,1.18,1.13,1.33,0.46
4800,5450,3000,0.86,0.79,0.76,0.27
4450,5500,3000,0.48,0.45,0.57,0.5
4500,5500,3000,0.71,0.73,0.86,0.73
4550,5500,3000,1.46,1.5,1.78,0.9
4600,5500,3000,1.06,1.24,1.4,1.04
4650,5500,3000,1.28,1.22,1.28,0.85
4700,5500,3000,0.77,0.89,0.88,0.63
4750,5500,3000,0.4,0.42,0.4,0.38
4450,5550,3000,0.5,0.51,0.55,0.48
4500,5550,3000,0.78,0.81,0.89,0.71
4550,5550,3000,1.3,1.19,1.37,0.76
4600,5550,3000,1.19,1.16,1.35,0.8
4650,5550,3000,1.31,1.13,1.03,0.69
4700,5550,3000,0.48,0.55,0.43,0.46
4750,5550,3000,0.23,0.24,0.22,0.32
4450,5600,3000,0.29,0.38,0.47,0.47
4500,5600,3000,0.51,0.5,0.63,0.66
4550,5600,3000,0.72,0.76,0.93,0.64
4600,5600,3000,0.6,0.59,0.67,0.64
4650,5600,3000,0.45,0.47,0.47,0.59
4700,5600,3000,0.23,0.21,0.21,0.34
4400,5650,3000,0.28,0.4,0.27,0.29
4450,5650,3000,0.4,0.41,0.38,0.46
4500,5650,3000,0.51,0.46,0.55,0.56
4550,5650,3000,0.53,0.48,0.57,0.53
4600,5650,3000,0.29,0.33,0.35,0.52
4650,5650,3000,0.22,0.21,0.22,0.4
4700,5650,3000,0.1,0.13,0.15,0.24
4750,5650,3000,0.13,0.17,0.15,0.16
4500,5700,3000,0.39,0.32,0.39,0.47
4550,5700,3000,0.3,0.33,0.34,0.45
4600,5700,3000,0.16,0.19,0.2,0.42
4650,5700,3000,0.14,0.14,0.16,0.27
4700,5700,3000,0.14,0.16,0.16,0.18
4750,5700,3000,0.14,0.17,0.13,0.12
4500,5000,2975,0.35,0.36,0.46,0.9
4550,5000,2975,0.49,0.48,0.64,1.16
4600,5000,2975,0.67,0.72,0.61,1.03
4650,5000,2975,0.6,0.64,0.47,0.84
4700,5000,2975,0.26,0.45,0.3,0.72
4500,5050,2975,0.39,0.36,0.49,0.89
4550,5050,2975,0.73,0.8,0.84,1.21
4600,5050,2975,0.83,1.1,1.17,1.07
4650,5050,2975,0.97,0.88,0.84,0.91
4700,5050,2975,0.59,0.66,0.57,0.73
4500,5100,2975,0.44,0.44,0.53,0.89
4550,5100,2975,0.72,0.84,0.95,1.25
4600,5100,2975,1.52,1.45,1.61,1.1
4650,5100,2975,2.05,1.56,1.46,0.95
4700,5100,2975,0.98,0.82,0.8,0.74
4500,5150,2975,0.45,0.55,0.55,0.87
4550,5150,2975,1.18,1.21,1.18,1.3
4600,5150,2975,1.6,1.5,1.84,1.14
4650,5150,2975,1.36,1.32,1.44,0.91
4700,5150,2975,0.57,0.78,0.85,0.75
4500,5200,2975,0.77,0.88,0.7,0.86
4550,5200,2975,2.01,2.01,1.85,1.35
4600,5200,2975,1.65,1.53,1.7,1.17
4650,5200,2975,0.78,0.82,0.93,0.89
4700,5200,2975,0.58,0.61,0.79,0.77
4500,5250,2975,1.12,1.16,0.93,0.83
4550,5250,2975,2.17,2.01,2.35,1.4
4600,5250,2975,1.02,1.16,1.24,1.15
4650,5250,2975,0.57,0.57,0.74,0.89
4700,5250,2975,0.65,0.68,0.88,0.79
4500,5300,2975,1.09,1.12,0.88,0.77
4550,5300,2975,1.5,1.48,1.73,1.39
4600,5300,2975,1.2,1.1,1.24,1.12
4650,5300,2975,0.59,0.63,0.82,0.92
4700,5300,2975,0.64,0.64,0.79,0.84
4500,5350,2975,0.47,0.61,0.67,0.78
4550,5350,2975,1.35,1.32,1.54,1.27
4600,5350,2975,0.88,1.03,1.24,1.16
4650,5350,2975,0.92,0.89,1.04,0.96
4700,5350,2975,0.65,0.72,0.94,0.83
4750,5350,2975,0.7,0.75,0.99,0.64
4500,5400,2975,0.56,0.53,0.6,0.79
4550,5400,2975,0.68,0.81,0.88,1.15
4600,5400,2975,0.59,0.78,1.03,1.15
4650,5400,2975,0.9,0.91,1.17,0.94
4700,5400,2975,1.12,0.99,1.19,0.78
4750,5400,2975,0.86,0.75,0.76,0.58
4500,5450,2975,0.65,0.57,0.66,0.78
4550,5450,2975,1.09,1.05,1.21,1.04
4600,5450,2975,1.34,1.18,1.4,1.06
4650,5450,2975,1.14,1.1,1.41,0.9
4700,5450,2975,1.09,1.06,1.32,0.72
4750,5450,2975,0.79,0.74,0.66,0.53
4500,5500,2975,0.93,0.91,0.85,0.75
4550,5500,2975,1.43,1.38,1.68,0.89
4600,5500,2975,1.21,1.24,1.62,0.98
4650,5500,2975,1.08,1.06,1.37,0.83
4700,5500,2975,0.79,0.78,0.79,0.66
4750,5500,2975,0.41,0.43,0.35,0.42
4800,5500,2975,0.15,0.31,0.2,0.27
4500,5550,2975,0.64,0.77,0.73,0.72
4550,5550,2975,1.06,1.04,1.17,0.77
4600,5550,2975,0.88,0.9,1.1,0.82
4650,5550,2975,0.69,0.71,0.88,0.71
4700,5550,2975,0.64,0.62,0.71,0.59
4750,5550,2975,0.29,0.31,0.25,0.33
4800,5550,2975,0.12,0.16,0.13,0.22
4500,5600,2975,0.62,0.6,0.67,0.66
4550,5600,2975,0.54,0.52,0.63,0.66
4600,5600,2975,0.5,0.51,0.63,0.66
4650,5600,2975,0.57,0.51,0.58,0.6
4700,5600,2975,0.35,0.35,0.42,0.46
4750,5600,2975,0.2,0.19,0.2,0.25
4800,5600,2975,0.09,0.19,0.14,0.17
4500,5650,2975,0.46,0.43,0.51,0.58
4550,5650,2975,0.4,0.42,0.54,0.56
4600,5650,2975,0.33,0.35,0.44,0.54
4650,5650,2975,0.3,0.34,0.4,0.49
4700,5650,2975,0.28,0.31,0.36,0.34
4750,5650,2975,0.26,0.29,0.24,0.2
4800,5650,2975,0.16,0.17,0.17,0.13
4600,5700,2975,0.38,0.37,0.47,0.46
4650,5700,2975,0.33,0.35,0.45,0.41
4700,5700,2975,0.29,0.31,0.41,0.25
4750,5700,2975,0.27,0.29,0.25,0.15
4800,5700,2975,0.19,0.18,0.19,0.1
4550,5050,2950,0.64,0.61,0.7,1.12
4600,5050,2950,0.59,0.91,0.82,0.99
4650,5050,2950,0.72,0.61,0.71,0.82
4700,5050,2950,0.54,0.57,0.62,0.63
4550,5100,2950,0.92,1.11,1.05,1.17
4600,5100,2950,1.31,1.31,1.32,1.03
4650,5100,2950,0.96,0.81,0.97,0.81
4700,5100,2950,0.71,0.73,0.85,0.63
4550,5150,2950,2.56,2.05,1.59,1.22
4600,5150,2950,2.59,2.26,2.32,1.05
4650,5150,2950,0.79,1.09,1.1,0.79
4700,5150,2950,0.57,0.71,0.8,0.64
4550,5200,2950,2.41,1.94,1.58,1.26
4600,5200,2950,2.32,2.01,1.98,1.01
4650,5200,2950,1.08,1.21,1.19,0.79
4700,5200,2950,0.57,0.59,0.75,0.69
4550,5250,2950,1.03,1.09,1.33,1.28
4600,5250,2950,1.17,1.26,1.55,0.96
4650,5250,2950,0.79,0.78,0.94,0.8
4700,5250,2950,0.6,0.63,0.79,0.74
4550,5300,2950,1.02,1.03,1.28,1.19
4600,5300,2950,1.06,1.07,1.31,0.93
4650,5300,2950,0.74,0.75,0.98,0.83
4700,5300,2950,0.62,0.66,0.83,0.77
4550,5350,2950,1.29,1.34,1.68,1.08
4600,5350,2950,1.26,1.3,1.62,0.95
4650,5350,2950,0.77,0.83,1.03,0.87
4700,5350,2950,0.63,0.66,0.81,0.81
4550,5400,2950,1.57,1.38,1.44,1.02
4600,5400,2950,1.32,1.19,1.45,1.02
4650,5400,2950,0.62,0.74,0.98,0.91
4700,5400,2950,0.67,0.7,0.87,0.77
4550,5450,2950,1.22,1.22,1.5,1
4600,5450,2950,1.23,1.21,1.52,1.01
4650,5450,2950,0.92,0.89,1.1,0.89
4700,5450,2950,0.79,0.82,1.01,0.71
4500,5500,2950,0.49,0.5,0.57,0.73
4550,5500,2950,0.95,0.93,1.12,0.87
4600,5500,2950,1.12,1.11,1.4,0.96
4650,5500,2950,0.95,0.98,1.27,0.83
4700,5500,2950,0.8,0.77,0.9,0.65
4750,5500,2950,0.41,0.47,0.59,0.51
4500,5550,2950,0.56,0.49,0.56,0.69
4550,5550,2950,0.53,0.6,0.73,0.78
4600,5550,2950,0.87,0.85,0.97,0.82
4650,5550,2950,0.84,0.81,0.98,0.72
4700,5550,2950,0.63,0.58,0.68,0.59
4750,5550,2950,0.4,0.4,0.51,0.47
4800,5550,2950,0.32,0.33,0.34,0.28
4500,5600,2950,0.48,0.51,0.65,0.6
4550,5600,2950,0.4,0.44,0.56,0.67
4600,5600,2950,0.57,0.55,0.66,0.67
4650,5600,2950,0.62,0.6,0.74,0.61
4700,5600,2950,0.38,0.45,0.56,0.51
4750,5600,2950,0.32,0.32,0.36,0.36
4800,5600,2950,0.2,0.24,0.26,0.22
4550,5650,2950,0.46,0.48,0.63,0.57
4600,5650,2950,0.47,0.49,0.65,0.56
4650,5650,2950,0.49,0.5,0.62,0.51
4700,5650,2950,0.48,0.53,0.59,0.43
4750,5650,2950,0.31,0.32,0.38,0.28
4800,5650,2950,0.25,0.29,0.28,0.16
4550,5050,2925,0.71,1.07,0.77,1.03
4600,5050,2925,0.48,0.54,0.63,0.91
4650,5050,2925,0.46,0.52,0.58,0.68
4550,5100,2925,1.21,1.25,1.27,1.08
4600,5100,2925,1.21,1.24,1.3,0.92
4650,5100,2925,1.14,1.29,1.11,0.71
4550,5150,2925,2.06,1.81,1.81,1.13
4600,5150,2925,1.85,1.76,1.92,0.88
4650,5150,2925,1.16,1.33,1.53,0.74
4550,5200,2925,1.69,1.28,1.3,1.13
4600,5200,2925,1.53,1.35,1.7,0.86
4650,5200,2925,1.01,1.04,1.26,0.75
4550,5250,2925,0.8,0.69,0.83,1.09
4600,5250,2925,0.98,0.94,1.2,0.88
4650,5250,2925,0.77,0.83,1.05,0.76
4550,5300,2925,1.11,1.04,1.16,1.02
4600,5300,2925,1.11,1.09,1.3,0.89
4650,5300,2925,0.73,0.83,1.05,0.78
4550,5350,2925,1.34,1.33,1.68,1.01
4600,5350,2925,1.27,1.14,1.4,0.91
4650,5350,2925,0.98,0.92,1.09,0.81
4550,5400,2925,1.38,1.21,1.38,0.98
4600,5400,2925,0.99,1.01,1.27,0.94
4650,5400,2925,0.56,0.71,0.94,0.86
4700,5400,2925,0.76,0.77,1,0.8
4550,5450,2925,0.64,0.8,0.99,0.98
4600,5450,2925,0.9,0.91,1.03,0.98
4650,5450,2925,0.81,0.79,0.98,0.88
4700,5450,2925,0.71,0.68,0.82,0.75
4550,5500,2925,1.05,1.02,1.16,0.86
4600,5500,2925,1.07,1.03,1.35,0.95
4650,5500,2925,0.9,0.91,1.14,0.84
4700,5500,2925,0.63,0.63,0.79,0.69
4550,5550,2925,0.92,0.82,0.88,0.76
4600,5550,2925,0.83,0.85,1.03,0.82
4650,5550,2925,0.7,0.7,0.8,0.73
4700,5550,2925,0.49,0.5,0.61,0.62
4750,5550,2925,0.34,0.35,0.44,0.51
4550,5600,2925,0.41,0.37,0.51,0.67
4600,5600,2925,0.6,0.56,0.67,0.68
4650,5600,2925,0.51,0.55,0.67,0.62
4700,5600,2925,0.46,0.45,0.55,0.52
4750,5600,2925,0.3,0.32,0.41,0.44
4650,5650,2925,0.6,0.58,0.69,0.52
4700,5650,2925,0.5,0.52,0.61,0.45
4750,5650,2925,0.38,0.41,0.49,0.37
4600,5100,2900,0.73,0.74,0.93,0.8
4650,5100,2900,0.62,0.64,0.75,0.68
4600,5150,2900,1.01,1,1.19,0.82
4650,5150,2900,0.89,0.88,1.07,0.71
4600,5200,2900,1.02,1.05,1.24,0.83
4650,5200,2900,0.91,0.89,1.09,0.73
4600,5250,2900,0.8,0.79,0.96,0.85
4650,5250,2900,0.76,0.78,1,0.75
4600,5300,2900,0.96,0.94,1.08,0.87
4650,5300,2900,0.78,0.82,1.02,0.78
4600,5350,2900,1.02,1.04,1.26,0.89
4650,5350,2900,0.82,0.85,1.01,0.8
4600,5400,2900,0.8,0.86,1.14,0.9
4650,5400,2900,0.73,0.75,0.97,0.83
4600,5450,2900,0.79,0.84,1.06,0.93
4650,5450,2900,0.89,0.91,1.12,0.86
4600,5500,2900,1.22,1.19,1.45,0.93
4650,5500,2900,1.04,0.9,0.93,0.84
4550,5550,2900,0.94,0.92,0.95,0.75
4600,5550,2900,1.17,1.02,1.04,0.81
4650,5550,2900,0.85,0.76,0.81,0.74
4700,5550,2900,0.33,0.33,0.42,0.67
4600,5600,2900,0.55,0.53,0.58,0.7
4650,5600,2900,0.46,0.51,0.59,0.64
4700,5600,2900,0.33,0.34,0.42,0.56
4750,5600,2900,0.3,0.32,0.38,0.49
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
